LON,LAT,EDO,CLAVE,ESTACION,dic-18
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",37.82
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",18.81
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",17
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",44.7
-96.704444,18.821944,VER,PTEAUTOPISTA,"Puente de la Autopista, Ver. SGT*",35.2
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",22.06
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",114.4
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",19.68
-95.183333,18.45,VER,SIHVC,"Sihuapan, Ver.",230.7
-95.145833,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",115.74
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",316.71
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",5
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",57.8
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",182
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",18.2
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",146.86
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",26.34
-98.153056,21.040833,VER,TRRVC,"Terrerillos, Ver.",12.4
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",18.4
-95.436111,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",272.6
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",26.7
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",22
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",67.54
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",58.41
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",27.11
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos, Ver.",33.75
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",11.82
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",0
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",3
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",22.5
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",10
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",0
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",13.6
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",5.7
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",9.3
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",25.01
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",25.9
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",6.11
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",1.84
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",4.94
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",1
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",8.22
-89.394722,20.291111,YUC,OXKUTZCAB,"Oxkutzcab, Yuc. SMN*",7.6
-89.394722,20.291111,YUC,OXKYC,"Oxkutzcab, Yuc.",6.04
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",64.06
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",8.21
-88.160278,21.571111,YUC,RILYC,"Río Lagartos, Yuc. SMN*",23.4
-89.046944,20.030278,YUC,TANYC,"Tantaquín, Yuc.",51.8
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",30.41
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",38.72
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",39.42
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",7
-102.951667,22.823611,ZAC,BTEZC,"Ramón López Velarde, Zac.",3.7
-102.889167,22,ZAC,CHIZC,"El Chique, Zac.",3.6
-102.347222,22.453056,ZAC,CUAZC,"Ciudad Cuauhtémoc, Zac.",0
-103.093611,23.693056,ZAC,ELCZC,"El Cazadero, Zac.",3.4
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",0.01
-103.339722,21.649444,ZAC,EXCZC,"Miguel Alemán, Zac.",2.8
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",8.7
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",21
-102.506667,22.746944,ZAC,GPEZC,"Guadalupe, Zac.",7.61
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",3.51
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",1.6
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",3.4
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",11.51
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",1.11
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",10.52
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",1.5
-102.251667,22.438889,ZAC,LMOZC,"Luis Moya, Zac.",3.2
-103.383333,22.836667,ZAC,LOBZC,"Manuel Felgueres, Zac.",7.5
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",0
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0.7
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",5.5
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",8.11
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",0.02
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",10.7
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",0
-102.796667,22.347222,ZAC,PALZC,"Palomas, Zac.",5.01
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",2.1
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",2.1
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",0.41
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",0
-103.506667,24.288611,ZAC,SGOZC,"Santiago, Zac.",2.5
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0.7
-103.493333,22.333056,ZAC,STEZC,"Independencia Nacional, Zac.",4.22
-103.112778,22.925833,ZAC,STRZC,"Santa Rosa, Zac.",6.62
-102.859167,22.120833,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",8.51
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0.01
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",0
-102.786389,21.560556,ZAC,TLAZC,"Tlalchichila, Zac.",0.13
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",8.13
-102.344167,23.288889,ZAC,VCOZC,"Villa de Cos, Zac.",21
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",0
-103.337778,21.604722,ZAC,VILZC,"José María Morelos, Zac.",3.41
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",6.06
-102.566389,22.778333,ZAC,ZACATECASob,"Observatorio de Zacatecas, Zac. SMN*",0.6
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",6.53
